 Profesional en Motion Graphics ,UPE,Curso,,A distancia,,1 Año,Fechas a elegir,,,,,,,,A distancia,"[Modelado,Presentación,After effects,Archivos,Audio,Cinema 4D,Lenguaje,Motion Graphics,Vídeo digital,Máscaras,Lenguaje audiovisual,Audio y vídeo]","<p>CICLO PRIMERO: AFTER EFFECTS CS5</p><p>TEMA 0. PRESENTACIÓN</p><p>1. Presentación</p><p>2. Objetivos del Curso</p><p>3. Requisitos mínimos</p><p>4. ¿Que es After Effects CS5?</p><p>TEMA 1. INTRODUCCIÓN</p><p>1. Introducción al vídeo digital</p><p>2. Planificación del trabajo</p><p>3. After Effects y otras aplicaciones de Adobe</p><p>4. Conceptos básicos de la postproducción </p><p>TEMA 2. ÁREA DE TRABAJO</p><p>1. Interface de After Effects</p><p>2. Paneles</p><p>3. Activar una herramienta</p><p>4. Busqueda y zoom</p><p>5. Deshacer cambios y preferencias</p><p>TEMA 3. PROYECTOS Y COMPOSICIONES</p><p>1. Crear un proyecto</p><p>2. Tipos de proyectos</p><p>3. Unidades de tiempo</p><p>4. Composiciones</p><p>5. Línea de tiempo</p><p>TEMA 4. IMPORTAR ARCHIVOS</p><p>1. Formatos compatibles</p><p>2. Importar archivos</p><p>3. Organizar material de archivo</p><p>4. Marcadores de posición y proxies </p><p>5. Canal alfa</p><p>6. Velocidad de fotogramas</p><p>7. Pixel y fotogramas</p><p>TEMA 5. CAPAS</p><p>1. Crear capas</p><p>2. Precomposición y anidamiento</p><p>3. Capas sólidas</p><p>4. Capas de ajuste</p><p>5. Seleccionar y organizar capas</p><p>6. Administrar capas</p><p>7. Propiedades de capas</p><p>8. Estilos y fusión de capas</p><p>TEMA 6. ANIMACIONES</p><p>1. Animaciones</p><p>2. Crear fotogramas claves</p><p>3. Editar fotogramas claves</p><p>4. Interpolaciones</p><p>5. Trazados de movimientos</p><p>6. Herramienta de posición libre I</p><p>7. Herramienta de posición libre II</p><p>TEMA 7. TEXTO</p><p>1. Capas de texto</p><p>2. Editar texto</p><p>3. Formato de párrafo</p><p>4. Ajustes preestablecidos de animación de texto</p><p>5. Animación de texto con animadores</p><p>6. Animar texto en un trazado</p><p>TEMA 8. DIBUJO Y MÁSCARAS DE CAPA</p><p>1. Pincel</p><p>2. Tampón de clonar y borrador</p><p>3. Animar un trazado</p><p>4. Capas de forma</p><p>5. Máscaras</p><p>6. Animar máscaras</p><p>TEMA 9. TRANSPARENCIAS Y EFECTOS</p><p>1. Canales alfa y mates</p><p>2. Incrustación</p><p>3. Ajustes </p><p>4. Efectos</p><p>5. Eliminar o deshabilitar efectos y ajustes </p><p>TEMA 10. 3D</p><p>1. Imágenes 3D y capas</p><p>2. Desplazar y girar una capa 3D</p><p>3. Cámaras</p><p>4. Capas de luz</p><p>5. Animaciones 3D</p><p>TEMA 11. PLUGINS, EXPRESIONES, VIDEO Y AUDIO</p><p>1. Plugins</p><p>2. Panel de Audio</p><p>3. Previsualización I</p><p>4. Previsualización II</p><p>5. Vistas</p><p>TEMA 12. EXPORTACIÓN</p><p>1. Principios básicos</p><p>2. Formatos de salida</p><p>3. Panel Cola de procesamiento</p><p>4. Ajustes del módulo de salida</p><p>5. Exportación para Flash Professional y Flash Player</p><p>6. Exportar imágenes</p><p>CICLO SEGUNDO: CINEMA 4D BROADCAST</p><p>MODULO I. MODELADO</p><p>TEMA 1. LA INTERFAZ DE CINEMA 4D</p><p>1. Introducción</p><p>2. Elementos de la interfaz</p><p>TEMA 2. ESCENAS</p><p>1. Trabajar con escenas</p><p>2. Importar y Exportar</p><p>3. Manipulación de visores</p><p>4. Vistas</p><p>5. Explorar escenas</p><p>6. Niveles de representación</p><p>TEMA 3. PRIMITIVAS EN CINEMA 4D</p><p>1. Creación de primitivas</p><p>2. Propiedades de primitivas</p><p>TEMA 4. TRANSFORMACIONES</p><p>1. Seleccionar y ocultar objetos</p><p>2. Mover, Rotar y Escalar</p><p>3. Grupos y Protección</p><p>4. Conectar objetos</p><p>5. Hacer editable</p><p>TEMA 5. SPLINES</p><p>1. Splines primitivas</p><p>2. Propiedades de las splines</p><p>3. Splines a mano alzada</p><p>4. Edición de Splines</p><p>5. NURBS</p><p>TEMA 6. COPIAR Y ALINEAR OBJETOS EN CINEMA 4D</p><p>1. Copiar objetos</p><p>2. Duplicar objetos</p><p>3. Matriz</p><p>4. Alinear objetos</p><p>TEMA 7. CAPAS</p><p>1. Creación y eliminación</p><p>2. Incluir objetos</p><p>3. Gestor de capas</p><p>TEMA 8. DEFORMADORES EN CINEMA 4D</p><p>1. Aplicación de deformadores</p><p>2. Deformadores I</p><p>3. Deformadores II</p><p>4. Autoevaluación.</p><p>M</p>"
 Realidad Aumentada: Experto en Cinema 4D ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,Online,340h,6 Meses,Juniootras fechas,,,,,,,,Online,"[Modelado,MASTER,Cursos,Cinema 4D,Multimedia,Euroinnova cursos,Animacion,Cursos online euroinnova,Audiovisual,Master online euroinnova,Master euroinnova,3D,4D,Master,Cursos,Euroinnova cursos,Cursos online euroinnova,Master online euroinnova,Master euroinnova]",
 Máster en diseño de videojuegos y creación de arte 3D a distancia ,GESENCO FORMACIÓN,Master,,,,2 Años,,Toledo,,,,,,,[Toledo],"[Creación de videojuegos,Cinema 4D,Modelado 3D,Desarrollo de videojuegos,Interfaz de keyshot]","<p>Modulario Modulo 1. Proyectos audiovisuales multimedia</p><p>·        La industria multimedia</p><p>·        Planificación de un proyecto multimedia interactivo</p><p>·        técnicas de guion multimedia</p><p>·        Fuentes</p><p>·        Edición y composición de productos multimedia</p><p>Modulo 2- diseño de videojuegos con 3d studio max</p><p>·        La interfaz de 3d studio max</p><p>·        Creación y edición de escenas</p><p>·        Creación de objetos</p><p>·        Los modificadores en el modelado tridimensional</p><p>·        Propiedades de los materiales. Las cámaras y las luces</p><p>·        La animación de objetos</p><p>·        La renderización</p><p>Modulo 3. Diseño y modelado de un personaje</p><p>·        Animación tridimensional frente a animación tradicional</p><p>·        Diseño del personaje</p><p>·        Preparar la escena</p><p>·        Modelar el cuerpo</p><p>·        La cabeza</p><p>·        Unir con el cuerpo</p><p>·        Modelar los elementos que faltan</p><p>·        Texturizar la figura</p><p>·        ¿qué es el rigging?</p><p>·        Animación facial</p><p>·        Aplicar biped a un personaje</p><p>·        Los huesos</p><p>·        Expresiones</p><p>·        Auto key y set key</p><p>·        La hoja de rodaje</p><p>·        El editor de curvas</p><p>·        Teoría de la animación: los doce principios</p><p>·        Preparando la demo reel</p><p>Módulo 4. Escultura digital con zbrush</p><p>·        Interfaz</p><p>·        Generación de una malla base</p><p>·        Máscaras</p><p>·        Esculpir con zbrush</p><p>·        Niveles de subdivisión</p><p>·        Pinceles y herramientas de esculpido</p><p>·        Zmodeler</p><p>·        Pintar con zbrush</p><p>·        Mapas de textura</p><p>·        Iluminación</p><p>·        Herramientas de renderizado</p><p>·        Importar y exportar obj</p><p>·        Zprojects</p><p>·        Proyecto completo</p><p>Módulo 5. Substance painter</p><p>·        Importar modelo</p><p>·        Interfaz</p><p>·        Partes de la interfaz</p><p>·        Proyectar</p><p>·        Materiales y sus características</p><p>·        Pinceles y sus características</p><p>·        Alphas y proyecciones</p><p>·        Tipos y sistemas de capas</p><p>·        Transparencias</p><p>·        Emisivo</p><p>·        Generadores</p><p>·        Proceso completo</p><p>·        Modo render</p><p>·        Exportar</p><p>Módulo 6. Creación de videojuegos con unity</p><p>·        Introducción al entorno de desarrollo</p><p>·        Creación de un proyecto</p><p>·        Scripting</p><p>·        Mecanim animator</p><p>·        Programación orientada a objetos</p><p>·        Programando enemigos, spawners, sistemas de vida y combate</p><p>·        Gui: diseño de menús, pantallas e inventarios</p><p>·        Terrenos</p><p>·        Físicas: triggers, colliders, rigidbodies, raycast</p><p>·        Efectos y partículas</p><p>Modulo 7. Unreal engine</p><p>·        Introducción a unreal engine</p><p>·        Importar assets</p><p>·        Creación de niveles</p><p>·        Iluminación</p><p>·        Creación de personajes</p><p>·        Programación c++ y blueprints</p><p>·        Interfaces</p><p>·        Estética del juego</p><p>·        Finalizar el proyecto</p>"
 Máster Universitario de Vídeo Digital Avanzado (VFX) y Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,360h,Flexible,,,,,,,,,Online,"[Cinema 4D,Motion Graphics,Vídeo digital,Software 3D,AfterEffects,Adobe Premiere,Edición de vídeo,Montaje de vídeo]",
" Master Superior en Grafismo, Postproducción y 3DVFX + Titulación Universitaria ",EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Master,,Online,725h,12 Meses,,,,,,,,,,"[After effects,3D,3DVFX,Cinema 4D,4D,Adobe Premiere,Motion Graphics,Adobe,Cinema 4D Broadcast,Cursos,Autodesk Maya,MASTER,Euroinnova cursos,Cursos online euroinnova,Master online euroinnova,Master euroinnova]",
 Máster en Diseño Web y Postproducción Audiovisual , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,360h,Flexible,,,,,,,,Sí,Online,"[After effects,Adobe Premiere,Edición de vídeo,Producción audiovisual,Adobe Audition,Cinema 4D,Motion Graphics,Herramientas gráficas,Desarrollando nuestra web]",
 Postgrado en Motion Graphics (Online) - ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Postgrado,,Online,420h,12 Meses,Juniootras fechas,,,,,,,,Online,"[Exportación,Modelado,After effects,Audio,Cinema 4D,Motion Graphics,Máscaras,Plugins,Iluminacion,Curso,3D,Animaciones,Video,Escenas,Texto,Capas,Transformaciones,Expresiones,After Effects CS6,Cinema,Importar archivos,DIBUJO Y MÁSCARAS DE CAPA,Cinema 4D Broadcast,Área de trabajo,Splines,Proyectos y composiciones,Transparencias y efectos,Primitivas en cinema 4D,Copiar y alinear objetos en cinema 4D,Deformadores en cinema 4D,Cámaras y elementos de escena,La interfaz de cinema 4d,Novedades after effects cs6]",
 Máster Avanzado en Diseño Gráfico y Edición de Vídeo Digital , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,540h,Flexible,,,,,,,,Sí,Online,"[Vídeo digital,Comunicación visual,Diseño publicitario,After effects,Edición de vídeo,Creatividad publicitaria,Dirección de arte,Cinema 4D,Diseño gráfico,Diseño multimedia]",
 Título Superior en Diseño Digital , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,Nivel intermedio,Online,900h,Flexible,,,,,,,,Sí,Online,"[Adobe Photoshop,After effects,Adobe Premiere,Publicidad interactiva,Edición digital,Cinema 4D,Vídeo digital,Diseño 3D,Adobe InDesign,Edición imagen]",
 Máster en Diseño Gráfico y Postproducción Audiovisual , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,360h,Flexible,,,,,,,,Sí,Online,"[Adobe Photoshop,After effects,Adobe Premiere,Edición de vídeo,Postproducción digital,Producción audiovisual,Edición digital,Cinema 4D,Motion Graphics,Diseño gráfico,Contenido Digital,Contenido multimedia]",
 Máster Avanzado en Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,,540h,Flexible,,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Illustrator,After effects,InDesign,Cinema 4D,Blender,Motion Graphics,Photoshop,Diseño 3D,Video,Premiere]",
 Máster Universitario en Vídeo Digital Avanzado (VFX) y Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,,360h,Flexible,,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Cinema 4D,Motion Graphics,Vídeo digital,AfterEffects,After effects,Adobe Premiere,Edición de vídeo,Postproducción digital,Edición digital,Postproducción de vídeo,Audio y vídeo]","<p>PARTE 1. ADOBE ILLUSTRATOR CC.</p><p>Unidad didáctica 1. Presentación.</p><p>Unidad didáctica 2. Conceptos básicos.</p><p>Unidad didáctica 3. Área de trabajo.</p><p>Unidad didáctica 4. Seleccionar y organizar objetos.</p><p>Unidad didáctica 5. Crear formas básicas.</p><p>Unidad didáctica 6. Color y atributos de relleno.</p><p>Unidad didáctica 7. Trazados y curvas bézier.</p><p>Unidad didáctica 8. Las capas.</p><p>Unidad didáctica 9. Texto.</p><p>Unidad didáctica 10. Filtros, estilos y símbolos.</p><p>Unidad didáctica 11. Transformar objetos.</p><p>Unidad didáctica 12. Gráficos web y otros formatos.</p><p>Unidad didáctica 13. Impresión.</p><p>Unidad didáctica 14. Otras herramientas.</p><p>PARTE 2. ADOBE PREMIERE CC.</p><p>Unidad didáctica 1. Introducción a premiere.</p><p>Unidad didáctica 2. Administración de recursos.</p><p>Unidad didáctica 3. Herramientas y marcadores.</p><p>Unidad didáctica 4. Audio.</p><p>Unidad didáctica 5. Titulación i.</p><p>Unidad didáctica 6. Titulación ii.</p><p>Unidad didáctica 7. Técnicas de montaje.</p><p>Unidad didáctica 8. Animaciones.</p><p>Unidad didáctica 9. Transparencias y color.</p><p>Unidad didáctica 10. Importación, transcripción y metadatos.</p><p>Unidad didáctica 11. Efectos y transiciones.</p><p>Unidad didáctica 12. Exportar.</p><p>PARTE 3. ADOBE AFTER EFFECT CC.</p><p>Unidad didáctica 1. Introducción a after effects.</p><p>Unidad didáctica 2. Área de trabajo de after effects.</p><p>Unidad didáctica 3. Proyectos y composiciones en after effects.</p><p>Unidad didáctica 4. Importación de archivos en after effects.</p><p>Unidad didáctica 5. Capas en after effects.</p><p>Unidad didáctica 6. Animaciones en after effects.</p><p>Unidad didáctica 7. Texto en after effects.</p><p>Unidad didáctica 8. Dibujos y máscaras de capa en after effects.</p><p>Unidad didáctica 9. Transparencias y efectos en after effects.</p><p>Unidad didáctica 10. Introducción al espacio tridimensional en after effects.</p><p>Unidad didáctica 11. Plugins, tratamiento de audio y previsualizaciones en after effects.</p><p>Unidad didáctica 12. Exportación y generación de ficheros en after effects.</p><p>PARTE 4. CINEMA 4D.</p><p>Módulo 1. Modelado.</p><p>Módulo 2. Materiales, iluminación y cámaras.</p><p>Módulo 3. Animación y renderizado.</p><p>PARTE 5. WORKFLOW CINE Y VÍDEO DIGITAL.</p><p>Unidad didáctica 1. Principales catacterísticas del vídeo y cine digital.</p><p>Unidad didáctica 2. Captura.</p><p>Unidad didáctica 3. Transfer.</p><p>Unidad didáctica 4. Funcionalidad suites.</p>"
 Máster en Diseño Gráfico y Postproducción Audiovisual , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,,360h,Flexible,,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Postproducción digital,Audio,Edición de vídeo,Illustrator,Autoedición,Adobe Photoshop,Producción,After effects,Adobe Premiere,InDesign,Edición digital,Cinema 4D,Motion Graphics]",<p>Opción 1: Diseño web con HTML5 y CSS3</p><p>‐ Programación creativa</p><p>‐ Diseño en el navegador</p><p>‐ HTML5 / CSS3</p><p>‐ Semántica</p><p>‐ Responsive web design</p><p>‐ JavaScript</p><p>Opción 2: Diseño web con WordPress</p><p>‐ Diseño web con WordPress</p><p>‐ Conceptualización web y Figma</p><p>‐ Cotización y planificación web</p><p>‐ Desarrollo web y optimización en WordPress</p>
 Título Superior en Diseño Digital , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,,,900h,Flexible,,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Adobe Photoshop,After effects,Adobe Premiere,Publicidad interactiva,Edición digital,Cinema 4D,Vídeo digital,Diseño web,Diseño 3D,Adobe InDesign,Edición imagen]",
 Máster Avanzado en Diseño Gráfico y Edición de Vídeo Digital , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,,540h,Flexible,,En 3 sedes,,,,,,,"[Madrid, Sevilla, Valencia]","[Vídeo digital,Comunicación visual,Diseño publicitario,After effects,Creatividad publicitaria,Dirección de arte,Cinema 4D,Adobe Photoshop,Motion Graphics,Edición digital,Edición de vídeo]",
" Título Superior en VFX, Modelado 3D y Desarrollo de Videojuegos ", CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Curso,Nivel intermedio,Online,900h,15 Meses,,,,,,,,Sí,Online,"[Postproducción de vídeo,Modelado 3D,Motion Graphics,Vídeo digital,Desarrollo de videojuegos,Edición de vídeo,Videojuegos 2D,After effects,Adobe Premiere,Cinema 4D]","<p>MÓDULO VFX-MOTION GRAPHICS  01. INTRODUCCIÓN A LA EN ADOBE PREMIERE</p><p>02. COMPOSICIÓN, VFX Y MOTION GRAPHICS EN ADOBE AFTER EFFECTS</p><p>03. INTRODUCCIÓN A CINEMA 4D</p><p>MÓDULO CINEMA 4D</p><p>MÓDULO ARTE Y DISEÑO DE VIDEOJUEGOS</p><p>MÓDULO TÉCNICAS DE MODELADO Y ANIMACIÓN DE VIDEOJUEGOS</p><p>MÓDULO PROGRAMACIÓN DE VIDEOJUEGOS CON UNITY Y UNREAL</p>"
" Máster Avanzado en Producción, Postproducción 3D y Gestión Audiovisual ", CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,540h,10 Meses,,,,,,,,,,"[Motion Graphics,Edición de vídeo,Producción audiovisual,Cinema 4D,Gestión Audiovisual,Plan de producción,Equipo técnico,Adobe After Effects,Postproducción de Vídeo Digita,Adobe Premiere Pro]",<p>Producción y Gestión Audiovisual</p><p>Edición y Postproducción de Vídeo Digital (VFX) y Motion Graphics:</p><p>Motion Design con Cinema 4D</p>
" Máster Avanzado en Producción, Postproducción 3D y Gestión Audiovisual ", CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,,540h,10 Meses,,,,,,,,,,"[Motion Graphics,Edición de vídeo,Producción audiovisual,Cinema 4D,Gestión Audiovisual,Plan de producción,Equipo humano,Equipo técnico,Adobe After Effects,Adobe Premiere Pro]",<p>Producción y Gestión Audiovisual</p><p>Motion Design con Cinema 4D</p>
" Doctor Philosophy in Neurogastroenterology and Digestive Motility, Ph.D. / Doctorado en Neurogastroenterología y Motilidad Digestiva, PHD ",UPE,Doctorado,,Online,2h,Flexible,Fechas a elegir,,,,,,Sí,Sí,Online,"[Postproducción,After effects,Audio,Cinema 4D,Lenguaje,Motion Graphics,Vídeo digital,Lenguaje audiovisual]","<p>Líneas de Investigación: La Neurogastroenterología y Motilidad Digestiva es un campo bastante amplio, a partir del cual se pueden plantear diferentes trabajos, siendo necesario reforzar y especializar a los alumnos en los conocimientos teóricos y prácticos que aplicarán durante la realización de un proyecto de investigación, desarrollo tecnológico y/o innovación. Por esta razón se ofertan diferentes materias optativas de las cuales se podrán elegir; tomando cursos en el campo relacionado con la Neurogastroenterología y Motilidad Digestiva, y adquiriendo herramientas de investigación y enseñanza que abarca esta disciplina.</p><p>El alumno recibe una guía para la elaboración del protocolo de anteproyecto y proyecto de tesis doctoral. Un aspecto esencial en la elección de la investigación de doctorado es que tenga el potencial de contribuir significativamente a la generación de nuevos conocimientos.</p>"
" Especialista TIC en Modelado 3D, Render y Animación Profesional con Cinema 4D Broadcast ",EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,Online,300h,6 Meses,Juniootras fechas,,,,,,,,Online,"[Modelado,Contiendo,Render,Cinema 4D,Modelado 3D,Animación 3D,Curso,3D,Cinema,Configuracion,Contiendo,Diseño web,Diseño,Videojuego]",
 Curso Experto en guión ,ESCUELA AUDIOVISUAL MASTERD,Curso,,Semipresencial,,,Fechas a elegir,En 24 sedes,,Sí,,,,,"[A Coruña, Badajoz, Castellón De La Plana(Castellón), Cáceres, Córdoba, Eivissa(Islas Baleares), Guadalajara, Huesca, León, Logroño(La Rioja), Lugo, Ourense(Orense), Palencia, Palma De Mallorca(Islas Baleares), Pamplona(Navarra), Salamanca, Santa Cruz De Tenerife(Tenerife), Santander(Cantabria), Segovia, Soria, Teruel, Vigo(Pontevedra), Vitoria-gasteiz(Álava), Ávila]","[Guión,GUIÓN CINEMATOGRÁFICO,Cine digital,Guión de cine,Guionista,Storyboard,Cine documental,Cinema 4D,Cine de acción,Cine de terror,Comunicación visual,Interpretación,Narrativa visual,Cine,Television,Narrativa audiovisual,Cinematografía,Guión de televisión,Guionista de cine,Guión cinematográfico,Ficción televisiiva]",<p>Guion Cinematográfico</p><p>Guion de TV y Ficción</p>
 Máster en Video Digital Avanzado (VFX) y Motion Graphics , CEI: CENTRO DE ESTUDIOS DE INNOVACIÓN,Master,,Online,360h,Flexible,Fechas a elegir,,,,,,,Sí,Online,"[After effects,Adobe Premiere,Edición de vídeo,Adobe Audition,Edición digital,Postproducción de vídeo,Cinema 4D,Motion Graphics,Vídeo digital,Premiere Pro,Montaje de vídeo,Edición avanzada]",
 CURSO BÁSICO CINEMA 4D ONLINE EN DIRECTO ,ACADEMY MAXON,Curso,Nivel básico,Online,33h,11 Días,,,,Sí,,,Sí,Sí,,"[Porque 3 dimensiones,Que campos trabaja,Como se trabaja en un entorno 3D,Como configurar,Como modelar con una malla limpia,Iluminación y como funciona,Como modelar fácilmente con deformación,Iluminación omnidireccional y focal,Render standard,Render. Cielos físicos semi reales,Iluminación ambiente y área,Sombras,Render,Texturas. Desde Matriz hasta conector,Repasaremos las jerarquías de trabajo,Iluminación dispersa y iluminación en textura,Cajas de luz y sin fin,Configuración ambiente y HDRI,Frame y Keyframe. Clothing,Cámara,Cámara desenfoque,Etiquetas rígidos,Etiquetas colisionadores. Hair y cámara,Técnicas y configuraciones,Render e iluminación. Examen]",
 Diplomado en Cinema 4d ,INSTITUTO CARDAN,Curso,,Online,,12 Meses,,,,,,,,,,"[Modelado 3D,Animación 3D,Texturiado]",<p>Bloque 1 Workspace y Navegación     Bloque 2 Creación y parámetros     Bloque 3 Herramientas de Modelado     Bloque 4 Mi Primer modelo     Bloque 5 UVS y Texturas     Bloque 6 La Animación     Bloque 7 El Rigging     Bloque 8 Iluminación y Render</p>
 Diseño y Animación 3d: Cinema 4d ,"ALBASYS, CENTRO DE FORMACIÓN",Curso,,,50h,,,Albacete,,,,,,,[Albacete],[Cinema 4D],"<p>Contenido:Construción de Objetos, Splines, NURBS,extrusión, HiperNURBS, Funciones, Herramientas, Camaras, Fuentes de Luz materiales, Textura, Animación</p><p>Destinatarios:Entra en el mundo de la animación y diseño 3D de la mano de Maxon Cinema 4D. Software profesional de modelado, animación y rendering, para la creación de contenidos 3D para la TV y cine, Arquitectura, interiorismo, decoración, diseño gráfico e InterNet</p><p>Profesionales que deseen mejorar o actualizar sus conocimientos</p><p>Empresas que busquen optimizar el nivel de formación de sus empleados</p><p> </p>"
 Cursos de diseño con Photoshop e Illustrator y 3D con Cinema 4D. ,"ALEXANDRE ALONSO RODRÍGUEZ, CREACIÓN DIGITAL",Curso intensivo,Nivel básico,,3h,20 Días,Fechas a elegir,Vigo,,,,,,,[Vigo(Pontevedra)],"[Illustrator,Photoshop,Cinema 4D,Color,Diseño,Diseño gráfico,Vídeo digital,Artes digitales,Creatividad,Clases particulares,Clases de diseño,Creative Suite]",
 Master en Desarrollo de Videojuegos: Creación y Animación de Personajes 3D + Escenarios Virtuales 3D ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Master,,Online,720h,12 Meses,,,,,,,,,,"[Modelado,After,Cursos,MASTER,alfa,Videojuegos,Animación de personajes,Euroinnova cursos,Creación de personajes,Cursos online euroinnova,Master online euroinnova,Creación de videojuegos,Master euroinnova,Cinema 4D,Modelado 3D,Rigging,Desarrollo de videojuegos,Videojuegos 3D,Animación 3D,Texturizado,Adobe,3D,After,Master,Alfa,Cursos,Euroinnova cursos,Cursos online euroinnova,Master online euroinnova,Master euroinnova]",
 Taller Iniciación Cinema 4d ,LABORATORIO INTR:MUROS,Taller,Nivel básico,,16h,,,Sevilla,,,,,,,[Sevilla],[Producción audiovisual],"<p>Clase 1: -­‐ Interface, objetos básicos y herramientas de modelado.Clase2:-­‐ Nurbs, deformadores, luces y partículas.Clase3:-­‐ Animación con Mograph y rderizado.</p>"
 Dirección de Arte con Cinema 4D ,DOMESTIKA,Curso,,Online,,,,,,,,,,,Online,"[Arte,Dirección de arte,Cinema 4D,Arte final,Trabajo en 3d,Máscaras en Photoshop,Bocetado,Herramientas básicas de Cinema 4D,Importación de render,Dirección de Arte con Cinema 4D]","<p>
 Unidades 
</p><p>Presentación</p><p>Influencias</p><p>Workflow de trabajo en 3D</p><p>VRay y recursos de texturas e iluminación</p><p>Conocimientos básicos de 3D</p><p>Herramientas básicas de Cinema 4D I</p><p>Herramientas básicas de Cinema 4D II</p><p>Bocetado</p><p>Herramientas vectoriales e importación de vectores</p><p>Modelado e importación de objetos I</p><p>Modelado e importación de objetos II</p><p>Texturizado I</p><p>Texturizado II</p><p>Iluminación y cámaras</p><p>Creación de imagen final y máscaras</p><p>Importación de render y máscaras en Photoshop</p><p>Dirección de Arte con Cinema 4D</p><p>
Comprar 29,90 €    
</p>"
 Cinema 4D. ,DELENA,Curso,,A distancia,,,,,,Sí,,,Sí,Sí,A distancia,"[Modelado,After effects,Render,Animación de personajes,Digitalización de imágenes,Cinema 4D,Rigging,Animación 3D,Programas de animación,Texturizado,Paleta de colores,Renderización,Animación Avanzada,Diseño en 3D,Animación básica,Técnicas de iluminación,Materiales y texturas,Teclas rápidas,Diseño Digital,Inforarquitectura,Interfaces de navegación,Maquetación online,Técnicas de contabilidad,Aplicaciones profesionales 3D,Fundamentos del modelado en 3D,Organización en capas]",
 Postgrado en Motion Graphics ,EUROINNOVA INTERNATIONAL ONLINE EDUCATION,Curso,,A distancia,420h,12 Meses,,,,,,,,,,"[Modelado,After effects,Cinema 4D,Motion Graphics,Curso,3D,Cinema]",
 Curso avanzado CINEMA 4D presencial ,ACADEMY MAXON,Curso,Nivel avanzado,,39h,12 Días,,,,,,,,,,"[Fotones,Irradiancia,Causticas,Efectos,Dramatizar en iluminación,Como enlazan con todo tipo de herramientas,Tanto en animación como en modelado,Clonaciones,Trazados,Efectos aleatorios,De textura animada e incluso en sonido,Árbol lógico de programación,Datos de usuarios,Los nodos,Mejoramiento de render,Nodos Pasivos y activos,Explosiones,Tornados,Humo,Nubes. La fusión y creación de partículas,Pinceles de polígonos,Pasos de vector,Proyecciones,Intersecciones,Capas,Hasta la grúa,Conceptos de aperturas y cámaras físicas,Crear motores,Muelles,Rotulas]",
 Prototipado y visualizaciones de producto en Cinema 4D ,DOMESTIKA,Curso,,Online,,,,,,,,,,,Online,"[Illustrator,Modelado,Presentación,Render,Color,Cinema 4D,Ilustrador,Acabados,Modelado 3D,Impresión,Trazo en illustrator]","<p>
 Unidades 
</p><p>Presentación</p><p>Influencias</p><p>Qué vamos a hacer y qué recurso vamos a utilizar</p><p>Preparación de Assets</p><p>Iluminación y materiales</p><p>Modelado - Parte I</p><p>Modelado - Parte II</p><p>Modelado - Parte III</p><p>Texturización</p><p>Cámaras y lentes</p><p>Escena de render</p><p>Salida para diferentes medios</p><p>Ejemplos, referencias y definir qué vamos a hacer</p><p>Modelado de nuestro gadget - Parte I</p><p>Modelado de nuestro gadget - Parte II</p><p>Texturización</p><p>Cámaras y lentes</p><p>Escena de render</p><p>Salida para diferentes medios</p><p>Ejemplos, referencias y definir que vamos a hacer</p><p>Trazo en illustrator</p><p>Volumen</p><p>Textura y color</p><p>Animación</p><p>Acabados finales</p><p>Prototipado y visualizaciones de producto en Cinema 4D</p><p>
Comprar 39,90 €    
</p>"
